language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,nc,levenshtein,special,classe
"['0000', '111', '1', '01', '101110', '111010', '100', '010010', '1110000']",9,4.22,4.502369668246446,4.502369668246446,1.1848341232227488,1.8957345971563981,1.4218009478672986,0.9478672985781991,81.0,3.3055555555555554,7.658512276418024,False
"['1', '11', '100100', '1000110', '00000', '1111', '10']",7,3.86,3.6269430051813476,3.367875647668394,0.5181347150259068,1.295336787564767,1.295336787564767,1.0362694300518136,49.0,3.5238095238095237,0.07547571953450466,False
"['1010010', '001', '001100', '110', '11', '1', '011100', '010', '1011011', '1110010']",10,4.5,4.666666666666667,5.333333333333334,2.0,2.4444444444444446,1.3333333333333335,1.5555555555555554,100.0,3.3777777777777778,9392.419003503119,False
"['100011', '001', '110000', '1', '111100', '011', '10', '111101']",8,4.12,3.3980582524271843,4.611650485436893,0.970873786407767,1.2135922330097086,1.2135922330097086,1.6990291262135921,64.0,3.4285714285714284,2.4578004761209153,False
"['101', '010110', '1', '11', '0100', '11110', '10']",7,3.29,2.735562310030395,4.25531914893617,1.21580547112462,1.82370820668693,0.303951367781155,1.21580547112462,49.0,2.5238095238095237,0.003338382552334868,False
"['0', '00', '0101001', '01', '010', '10']",6,2.83,3.886925795053003,2.1201413427561837,1.76678445229682,1.4134275618374559,0.7067137809187279,0.0,36.0,2.466666666666667,3.667193217381259e-06,False
"['111', '1010110', '001011', '01', '010', '1011', '0010111']",7,4.57,2.844638949671772,4.157549234135667,1.9693654266958425,1.5317286652078774,0.437636761487965,1.0940919037199124,49.0,2.8095238095238093,2.4478287950277307,False
"['01', '111', '01111']",3,3.33,0.6006006006006006,2.4024024024024024,0.6006006006006006,0.0,0.0,0.9009009009009009,9.0,2.3333333333333335,6.862989196989502e-07,False
"['1110011', '1', '11', '111000', '0111011', '1010', '0111100', '011']",8,4.62,2.813852813852814,5.194805194805195,1.2987012987012987,1.2987012987012987,0.6493506493506493,1.948051948051948,64.0,3.5714285714285716,64.75035426906211,False
"['00', '1', '01100', '0010']",4,3.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,16.0,2.6666666666666665,7.341318747082709e-07,False
"['0000', '1', '010011', '00100', '0110011', '01011', '0010', '00010']",8,4.62,4.978354978354979,3.0303030303030303,1.948051948051948,1.2987012987012987,1.7316017316017316,0.8658008658008658,64.0,2.7142857142857144,2.9007908752773583,False
"['111', '110', '1', '110100', '0', '110011', '1011', '1010', '01011', '10111']",10,3.8,3.421052631578947,6.578947368421052,1.8421052631578947,2.3684210526315788,0.5263157894736842,2.1052631578947367,100.0,2.6444444444444444,112.3840879170545,False
"['101', '110', '1', '0', '1010', '0010', '100', '10']",8,2.62,4.198473282442748,3.8167938931297707,1.1450381679389312,2.6717557251908395,0.7633587786259541,0.38167938931297707,64.0,1.7142857142857142,0.0007949182019034854,False
"['001110', '101010', '00', '011100', '1001001', '111100', '00000', '100', '00010', '11010']",10,5.1,5.882352941176472,4.11764705882353,1.5686274509803924,2.3529411764705883,1.9607843137254903,0.9803921568627452,100.0,2.933333333333333,214513.05238169516,False
"['1', '0', '010', '0010101', '00111', '01010', '110111', '00110']",8,4.12,3.8834951456310685,4.126213592233009,2.1844660194174756,1.699029126213592,0.7281553398058253,0.970873786407767,64.0,3.1785714285714284,2.5353334749327447,False
"['0111', '1', '11', '0', '00', '1010000', '001000', '011000']",8,3.62,4.972375690607735,3.0386740331491713,1.1049723756906078,1.1049723756906078,1.6574585635359118,0.8287292817679559,64.0,3.4285714285714284,0.13755581169987424,False
"['11', '00', '10000', '1010', '011', '10', '1011101']",7,3.57,3.3613445378151257,3.6414565826330536,1.1204481792717087,1.680672268907563,0.8403361344537815,0.8403361344537815,49.0,2.8095238095238093,0.015602007686381526,False
"['1', '11', '0', '0111001', '01', '11100', '10']",7,2.86,2.797202797202797,4.195804195804197,1.0489510489510492,1.0489510489510492,0.6993006993006994,1.0489510489510492,49.0,2.8095238095238093,0.0005626641004593307,False
"['1000010', '11', '111000', '01', '010', '0001011', '1000111', '0110010']",8,5.12,4.296875,3.7109375,1.5625,1.5625,1.171875,0.9765625,64.0,3.8214285714285716,598.1903697630921,False
"['010101', '11', '1', '01', '10000', '100', '1111111']",7,3.71,2.6954177897574123,4.3126684636118595,1.0781671159029649,1.0781671159029649,0.8086253369272236,1.0781671159029649,49.0,3.5714285714285716,0.013659066329002052,False
"['001', '1', '101010', '100000', '00', '001001', '00101', '11010', '10', '11000']",10,4.1,6.097560975609757,3.9024390243902447,1.9512195121951221,2.439024390243903,1.9512195121951221,0.48780487804878053,100.0,2.9555555555555557,209.46097542126483,False
"['111001', '0', '0000101', '101110', '0010', '11011', '1100', '10111']",8,4.75,3.578947368421052,4.421052631578947,1.4736842105263157,1.6842105263157894,1.0526315789473684,1.263157894736842,64.0,3.357142857142857,127.33399218116278,False
"['1', '0', '0111101', '0001', '1101010', '10011', '1010011', '10001', '011000', '101101', '1001']",11,4.82,5.186721991701245,5.809128630705395,2.697095435684647,2.489626556016597,1.2448132780082986,1.4522821576763483,121.0,3.327272727272727,2109466.703030463,False
"['011001', '1110', '110', '1', '1001111', '0', '110011', '00000', '01010', '11001']",10,4.3,4.651162790697675,5.348837209302326,1.627906976744186,1.8604651162790697,1.3953488372093024,1.8604651162790697,100.0,3.3555555555555556,1482.2165244279574,False
"['0101', '1', '01', '010', '000001', '100']",6,3.17,3.7854889589905363,2.2082018927444795,1.5772870662460567,0.946372239747634,0.946372239747634,0.0,36.0,2.533333333333333,0.00012849456824214002,False
"['01000', '001011', '0', '010', '01100', '011']",6,3.83,3.655352480417754,2.3498694516971277,1.5665796344647518,1.0443864229765012,0.7832898172323759,0.7832898172323759,36.0,2.6666666666666665,0.0014854690553640251,False
"['101', '1101101', '1110', '0110', '1110101', '00', '011']",7,4.29,2.5641025641025643,4.4289044289044295,1.6317016317016315,1.6317016317016317,0.2331002331002331,1.3986013986013988,49.0,2.9047619047619047,0.4672354246657876,False
"['101', '01', '010', '000', '010001']",5,3.4,3.235294117647059,1.7647058823529411,1.4705882352941178,0.8823529411764706,0.5882352941176471,0.0,25.0,2.2,7.24207576390685e-05,False
"['1100', '1', '11', '01111', '0', '0001', '01100', '0100010', '0010011', '00001', '11001']",11,4.18,5.980861244019139,5.023923444976077,2.1531100478468903,1.4354066985645937,2.1531100478468903,1.6746411483253594,121.0,3.1818181818181817,21509.057940156337,False
"['100011', '111', '1', '11', '111000', '000110', '11111', '010', '1001', '11100', '1111100']",11,4.36,4.128440366972477,6.8807339449541285,0.9174311926605504,1.6055045871559632,1.3761467889908257,2.293577981651376,121.0,3.2545454545454544,59865.38269491867,False
"['1', '01111', '0', '01', '0110101', '000']",6,3.17,2.839116719242902,3.1545741324921135,1.5772870662460567,0.6309148264984227,0.31545741324921134,0.946372239747634,36.0,3.2,0.0002679144607009017,False
"['1', '001111', '0111101', '00', '0', '0111110', '10110', '00101', '0100', '10', '00110']",11,4.09,5.134474327628363,5.8679706601467005,2.2004889975550124,1.9559902200488999,1.2224938875305624,1.9559902200488999,121.0,3.2363636363636363,8260.725854671866,False
"['10', '001', '111', '11', '0', '00', '000100', '1111', '10010', '000']",10,3.1,5.483870967741935,4.516129032258065,0.967741935483871,1.2903225806451613,1.9354838709677418,1.2903225806451613,100.0,2.6222222222222222,0.5015733581587757,False
"['001', '001010', '1', '101010', '1101', '01111', '0011', '1010', '011', '0100011', '11000']",11,4.36,5.275229357798165,5.73394495412844,2.7522935779816513,2.293577981651376,1.146788990825688,1.6055045871559632,121.0,2.8181818181818183,15556.416703609715,False
"['101', '110', '0001001', '100000', '0', '00', '00100', '0100', '10111']",9,4.0,5.75,3.25,1.5,1.75,2.0,0.5,81.0,3.0833333333333335,22.863606172323845,False
"['101', '1', '00', '0010110', '11100']",5,3.6,2.5,2.5,0.8333333333333334,1.1111111111111112,0.8333333333333334,0.5555555555555556,25.0,3.5,0.00015053322098550694,False
"['1110', '1', '0', '00', '01', '00111', '10']",7,2.43,3.2921810699588474,3.7037037037037037,0.8230452674897119,0.8230452674897119,0.8230452674897119,0.8230452674897119,49.0,2.238095238095238,7.067512217041778e-05,False
"['111', '001111', '0', '01', '0010111', '101100', '10']",7,3.86,2.8497409326424874,4.145077720207254,1.295336787564767,1.0362694300518136,0.7772020725388602,1.295336787564767,49.0,3.4285714285714284,0.07214249818772521,False
"['011001', '101', '0101', '01', '1000', '0011', '1111110', '100', '10010']",9,4.22,4.265402843601896,4.739336492890995,1.8957345971563981,1.8957345971563981,1.1848341232227488,1.1848341232227488,81.0,2.861111111111111,50.947422366166606,False
"['000000', '01101', '1', '01', '1001', '00111', '11010', '10', '000']",9,3.67,5.177111716621254,3.814713896457766,1.6348773841961854,1.3623978201634879,1.6348773841961854,0.8174386920980927,81.0,3.0555555555555554,0.026550904075662622,False
"['110000', '001', '000011', '01101', '00', '01', '01100']",7,4.14,4.3478260869565215,2.6570048309178746,1.4492753623188406,0.7246376811594204,1.6908212560386473,0.9661835748792271,49.0,3.0,0.2399120458318856,False
"['1000011', '000011', '111000', '0', '0011011', '100010', '1111011', '01001', '1111', '11001', '000']",11,5.18,5.405405405405406,5.598455598455599,1.7374517374517375,1.5444015444015444,1.9305019305019309,2.1235521235521237,121.0,3.381818181818182,28549843.371081565,False
"['101', '0110', '1000', '0101111', '0011', '000111', '010000', '1111', '011']",9,4.56,4.166666666666667,4.824561403508772,1.7543859649122808,1.0964912280701755,1.0964912280701755,1.7543859649122808,81.0,2.9722222222222223,686.9711605228772,False
"['111', '00011', '110', '11', '100000', '001001', '01', '10110']",8,4.0,4.0,4.0,1.25,1.25,1.25,1.25,64.0,2.9642857142857144,1.9875877838709106,False
"['1', '100111', '111001', '0', '0001', '100010', '000100', '01011', '110111', '10']",10,4.3,4.883720930232559,5.116279069767442,1.8604651162790697,1.8604651162790697,1.3953488372093024,1.1627906976744187,100.0,3.3777777777777778,2969.5367315109615,False
"['101011', '0000', '1101110', '1', '11', '10001', '10101', '0101011']",8,4.62,3.463203463203463,4.545454545454545,1.948051948051948,1.948051948051948,0.6493506493506493,1.0822510822510822,64.0,3.392857142857143,48.0711475748775,False
"['1', '011101', '10000', '0010', '1111', '1011101']",6,4.5,2.4444444444444446,3.555555555555556,1.1111111111111112,1.1111111111111112,0.6666666666666666,0.8888888888888888,36.0,3.4,0.06796991157391967,False
"['1010010', '1', '01', '0000110', '011010', '1000100', '011011']",7,5.14,3.891050583657588,3.11284046692607,1.7509727626459144,1.7509727626459144,0.972762645914397,0.7782101167315175,49.0,3.8095238095238093,26.360011950870696,False
"['111', '011111', '1', '0110', '1010']",5,3.6,1.3888888888888888,3.6111111111111107,0.8333333333333334,0.8333333333333334,0.0,1.1111111111111112,25.0,2.9,0.00020431742747546564,False
"['1', '110', '0', '100001', '00000', '1001']",6,3.33,3.9039039039039034,2.1021021021021022,0.6006006006006006,0.9009009009009009,1.5015015015015014,0.3003003003003003,36.0,3.1333333333333333,0.000647761502279774,False
"['0101', '1', '0', '00', '0001', '1011001', '0100', '1111', '10']",9,3.22,4.658385093167703,4.3478260869565215,1.8633540372670807,1.5527950310559004,1.2422360248447204,0.9316770186335404,81.0,2.7222222222222223,0.08539310217732006,False
"['00', '000011', '11']",3,3.33,1.8018018018018018,1.2012012012012012,0.3003003003003003,0.0,0.9009009009009009,0.6006006006006006,9.0,3.3333333333333335,2.079693696057425e-08,False
"['001', '100110', '0110111', '0110', '0', '1110110', '1000', '100', '10']",9,4.11,4.37956204379562,4.62287104622871,1.45985401459854,2.18978102189781,0.97323600973236,1.4598540145985401,81.0,3.0833333333333335,12.70767116186451,False
"['01111', '0', '011101', '01100', '100', '000']",6,3.83,3.1331592689295036,2.8720626631853783,1.0443864229765012,0.7832898172323759,0.7832898172323759,1.0443864229765012,36.0,2.8666666666666667,0.0027676230956140842,False
"['010110', '110', '0110', '0', '1101', '0000111', '010', '0011', '10101']",9,4.11,4.37956204379562,4.62287104622871,2.1897810218978098,1.94647201946472,0.7299270072992701,1.45985401459854,81.0,2.8055555555555554,22.62834381124611,False
"['1', '1101', '111110', '101100', '101000', '00110', '1011000', '000', '10111']",9,4.78,4.184100418410042,4.811715481171548,1.2552301255230125,2.092050209205021,1.0460251046025104,1.4644351464435146,81.0,3.0833333333333335,3808.493257361753,False
"['011', '1', '0', '1111110']",4,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,16.0,3.6666666666666665,1.9944262545190703e-06,False
"['0000', '000010', '1', '110001', '1100110', '1100', '11000']",7,4.71,4.246284501061571,2.760084925690021,0.6369426751592357,1.2738853503184713,1.6985138004246283,1.0615711252653928,49.0,3.0476190476190474,0.014400640536151215,False
"['111', '0111111', '1100', '1110', '00', '1011100', '0110010', '11010', '10', '0011101']",10,4.8,3.9583333333333335,6.041666666666666,1.4583333333333335,2.0833333333333335,1.0416666666666667,2.083333333333333,100.0,3.2222222222222223,109736.82530507277,False
"['1', '1101', '00', '0100111', '0110101', '1001', '10']",7,3.86,3.108808290155441,3.886010362694301,1.8134715025906738,1.5544041450777204,0.7772020725388602,0.7772020725388602,49.0,3.1904761904761907,0.07246706588149951,False
"['000000', '0', '0000000', '1001000', '100']",5,4.8,4.375000000000001,0.625,0.20833333333333334,0.625,1.875,0.0,25.0,3.7,4.824889374853226e-07,False
"['1', '100000', '0000110', '1000', '0011', '000111', '1001010', '0100', '0010']",9,4.78,5.857740585774058,3.1380753138075312,1.4644351464435146,1.6736401673640167,2.092050209205021,0.6276150627615062,81.0,3.1944444444444446,3050.4789850815623,False
"['101', '1', '11']",3,2.0,0.5,2.5,0.5,0.5,0.0,0.5,9.0,1.3333333333333333,6.516373580979932e-08,False
"['0111', '1001101', '110', '010101', '1', '0', '0100010', '0100']",8,4.12,4.126213592233009,3.8834951456310685,2.1844660194174756,1.941747572815534,0.7281553398058253,0.7281553398058253,64.0,3.357142857142857,2.123564936480747,False
"['001101', '1100', '1', '111001', '0', '0111110', '00111', '10']",8,4.0,3.25,4.75,1.25,1.25,1.0,1.5,64.0,3.5357142857142856,0.48182331799989037,False
"['1', '11', '000001']",3,3.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,9.0,3.6666666666666665,6.225216463531892e-07,False
"['101', '001', '1', '0', '0011100', '0010101', '10']",7,3.43,3.790087463556851,3.206997084548105,1.749271137026239,1.4577259475218658,1.1661807580174925,0.29154518950437314,49.0,3.238095238095238,0.0064728374712127315,False
"['0001111', '0101', '0110', '11', '001111', '1110110', '0011', '00111', '0010001', '1110001', '011']",11,5.09,4.715127701375247,6.286836935166994,2.357563850687623,1.1787819253438114,1.37524557956778,2.357563850687623,121.0,3.1818181818181817,3265176.332245686,False
"['001', '111', '0', '0011000', '00001', '0101011']",6,4.33,3.464203233256351,2.540415704387991,1.3856812933025404,0.6928406466512702,1.1547344110854503,0.6928406466512702,36.0,3.7333333333333334,0.010971850430758637,False
"['0111', '111', '11', '0', '100000', '0101000', '10']",7,3.57,3.6414565826330536,3.3613445378151257,0.8403361344537815,1.1204481792717087,0.8403361344537815,0.8403361344537815,49.0,3.3333333333333335,0.00993988175954969,False
"['0111', '001', '111', '0101', '0110', '1', '00', '10001']",8,3.25,3.6923076923076925,4.307692307692308,1.8461538461538463,0.9230769230769231,0.9230769230769231,0.9230769230769231,64.0,2.25,0.015787645825002427,False
"['00', '001', '0']",3,2.0,2.5,0.5,0.5,0.0,1.0,0.0,9.0,1.3333333333333333,2.7729249280765662e-09,False
"['1', '0', '01111', '0001', '1101111', '10011', '100010', '01001', '10']",9,4.0,4.0,5.0,1.75,1.5,1.0,1.5,81.0,3.3055555555555554,19.630281714661052,False
"['1100100', '0010000', '0101', '1', '0', '001111', '0101001', '011101', '10', '10111']",10,4.6,5.000000000000001,5.000000000000001,2.3913043478260874,1.956521739130435,1.5217391304347827,1.0869565217391306,100.0,3.7777777777777777,22895.67787609992,False
"['010110', '111', '0100100', '0010', '1111111']",5,5.4,2.0370370370370368,2.962962962962963,0.9259259259259258,0.9259259259259258,0.5555555555555556,0.9259259259259258,25.0,3.7,0.039968770487582524,False
"['010110', '0101', '1', '0111101', '1000', '100010', '10']",7,4.29,3.4965034965034967,3.496503496503497,1.6317016317016315,1.8648018648018647,0.4662004662004662,0.6993006993006993,49.0,3.380952380952381,0.22289441738551674,False
"['1011010', '0110', '000011', '0', '00', '0011000', '10110', '1011', '11011', '00001', '10']",11,4.36,5.963302752293578,5.045871559633028,2.0642201834862384,2.293577981651376,1.6055045871559632,1.8348623853211008,121.0,3.2,75150.00433348195,False
"['0010100', '0101', '1', '01', '1010', '1001010']",6,4.17,3.3573141486810556,2.6378896882494005,1.9184652278177459,1.9184652278177459,0.7194244604316546,0.0,36.0,3.2666666666666666,0.0036993549871595552,False
"['0000011', '001110', '001', '0000', '0111', '110000', '0', '010', '11010', '1100', '01010']",11,4.36,6.651376146788992,4.3577981651376145,1.8348623853211008,1.8348623853211008,2.0642201834862384,1.3761467889908257,121.0,3.036363636363636,2678.0900665585928,False
"['001', '0110', '11', '0', '0111001', '00', '01', '0100111', '011']",9,3.44,4.3604651162790695,4.651162790697675,2.3255813953488373,0.872093023255814,1.1627906976744187,1.4534883720930234,81.0,2.8333333333333335,0.17682798582617573,False
"['0000', '110', '00', '1000', '011110', '10011', '1001', '01011', '001000', '010000']",10,4.5,6.222222222222223,3.7777777777777772,1.5555555555555558,1.7777777777777781,2.2222222222222223,1.1111111111111112,100.0,2.7333333333333334,701.140244923031,False
"['10', '1', '01111']",3,2.67,0.7490636704119851,2.247191011235955,0.37453183520599254,0.37453183520599254,0.0,0.7490636704119851,9.0,3.0,2.426309312066996e-07,False
"['101110', '10100', '1', '0']",4,3.25,1.8461538461538463,2.153846153846154,0.6153846153846154,1.2307692307692308,0.3076923076923077,0.3076923076923077,16.0,3.5,6.207885682731413e-06,False
"['01010', '10', '1']",3,2.67,1.4981273408239701,1.4981273408239701,0.7490636704119851,1.1235955056179776,0.0,0.0,9.0,2.6666666666666665,1.1784930944325407e-07,False
"['0111', '0', '000001', '11100', '1011000', '100', '10', '000']",8,3.88,4.896907216494846,3.0927835051546393,0.7731958762886599,1.288659793814433,1.5463917525773196,0.7731958762886599,64.0,3.2142857142857144,0.4895145836856681,False
"['11', '110100', '1010101', '01', '010', '01001', '11011']",7,4.29,3.03030303030303,3.9627039627039626,2.097902097902098,1.8648018648018652,0.4662004662004662,0.9324009324009324,49.0,2.8095238095238093,0.6097697634094104,False
"['101', '01101', '1']",3,3.0,1.0,1.9999999999999998,1.0,0.6666666666666666,0.0,0.3333333333333333,9.0,2.6666666666666665,4.811024750212843e-07,False
"['10', '101', '000000', '1', '0', '00', '10000', '0100', '10010']",9,3.22,6.521739130434782,2.484472049689441,0.9316770186335404,1.8633540372670807,2.484472049689441,0.0,81.0,2.7222222222222223,0.16289129055614143,False
"['101', '111', '1', '111001', '0', '1111110', '100', '110111']",8,3.75,2.1333333333333333,5.866666666666667,0.8,1.3333333333333333,0.5333333333333333,1.8666666666666667,64.0,3.25,0.4182543154060132,False
"['0110', '0', '00', '01', '1010', '1111100']",6,3.33,3.003003003003003,3.003003003003003,0.9009009009009009,1.2012012012012012,0.6006006006006006,0.9009009009009009,36.0,2.933333333333333,0.0002749826463425689,False
"['0110000', '00011', '001010', '1', '0101', '0', '100111', '1011', '1111011', '0010011', '100']",11,4.64,5.387931034482759,5.6034482758620685,2.3706896551724137,1.939655172413793,1.7241379310344829,1.7241379310344829,121.0,3.4909090909090907,319957.40296538913,False
"['0111', '0111010', '1', '00', '1000', '110001', '000111', '1001']",8,4.25,4.0,4.0,1.411764705882353,1.1764705882352942,1.1764705882352942,0.9411764705882353,64.0,3.392857142857143,4.163287296644431,False
"['0101', '1', '0100100', '0', '1010', '10']",6,3.17,3.4700315457413247,2.5236593059936907,1.5772870662460567,1.8927444794952681,0.6309148264984227,0.0,36.0,2.933333333333333,0.0001281604307883068,False
"['101', '001', '010010', '0110', '01', '0000101', '0001101', '000100', '0100', '10', '000']",11,4.27,7.259953161592507,3.747072599531615,2.8103044496487115,2.107728337236534,2.107728337236534,0.468384074941452,121.0,2.7454545454545456,34330.77885971544,False
"['100011', '001', '01000', '010', '1100', '10']",6,3.83,3.655352480417754,2.3498694516971277,1.0443864229765012,1.3054830287206265,1.0443864229765012,0.5221932114882506,36.0,2.6,0.003194532912303504,False
"['0001111', '111', '110', '1010110', '00', '0001', '1111111']",7,4.71,2.5477707006369426,4.45859872611465,0.8492569002123143,0.8492569002123143,0.6369426751592357,1.6985138004246285,49.0,3.8095238095238093,0.6371881052168618,False
"['1', '1010110', '0', '1010', '0100010', '11100', '0010011', '11010', '11000']",9,4.67,4.710920770877944,4.282655246252677,1.713062098501071,2.5695931477516063,1.0706638115631693,1.0706638115631693,81.0,3.4722222222222223,1701.654837766376,False
"['1', '11', '1010', '00101', '1100']",5,3.2,2.1875,2.8125,0.9375,1.25,0.625,0.625,25.0,2.5,5.203892754022731e-05,False
"['0101', '0010111', '00101', '1111110', '1111', '1111010']",6,5.67,1.9400352733686066,4.056437389770723,1.2345679012345678,1.0582010582010581,0.3527336860670194,1.4109347442680775,36.0,3.2,3.856596408513179,False
"['101', '1', '001000', '1111100', '011']",5,4.0,2.25,2.75,0.75,0.75,0.75,0.75,25.0,3.9,0.0006073396050794771,False
"['0001111', '101', '01000', '110', '1', '00', '01', '011', '00001']",9,3.44,4.94186046511628,4.069767441860465,1.7441860465116281,0.872093023255814,1.4534883720930232,1.1627906976744187,81.0,2.9166666666666665,0.12141801252657744,False
"['001110', '0', '01110', '010111', '1001', '11010', '10', '000']",8,4.0,4.0,4.0,1.5,1.75,0.75,1.0,64.0,2.9642857142857144,0.49631425036900007,False
"['001', '111', '101', '00101', '1111', '1111010', '000']",7,4.0,2.75,4.25,1.25,1.0,0.75,1.25,49.0,2.7142857142857144,0.03899975669960549,False
"['0111', '1101101', '11', '0011111', '01', '10110', '011010']",7,4.71,2.335456475583864,4.670912951167728,1.6985138004246285,1.2738853503184715,0.21231422505307856,1.6985138004246285,49.0,3.238095238095238,2.5067312744706416,False
"['010100', '1', '11', '110', '00', '10101', '11001']",7,3.43,3.206997084548105,3.7900874635568513,1.4577259475218658,1.749271137026239,0.8746355685131194,0.8746355685131194,49.0,2.7142857142857144,0.0032666218300551083,False
"['1101011', '1', '11']",3,3.33,0.6006006006006006,2.4024024024024024,0.6006006006006006,0.6006006006006006,0.0,0.9009009009009009,9.0,4.0,1.1965171064650384e-06,False
"['0000011', '00011', '1', '00', '0011']",5,3.8,3.1578947368421053,1.8421052631578947,0.7894736842105263,0.0,1.3157894736842104,0.7894736842105263,25.0,3.1,1.0597287197630214e-05,False
"['1', '01', '010', '1001011', '10001', '10101']",6,3.83,2.8720626631853783,3.1331592689295036,1.827676240208877,1.5665796344647518,0.5221932114882506,0.2610966057441253,36.0,2.8666666666666667,0.003869886404080104,False
"['0111010', '1110', '110', '0101', '0', '100100', '1001001', '100001', '1110010']",9,5.0,4.6,4.3999999999999995,1.7999999999999998,2.4,1.4000000000000001,0.8,81.0,3.388888888888889,7485.5252223199495,False
"['001', '0', '00', '1000', '1010', '1001110']",6,3.5,3.714285714285714,2.2857142857142856,0.8571428571428571,1.4285714285714284,1.1428571428571428,0.2857142857142857,36.0,2.6666666666666665,0.00019402571660490946,False
"['01000', '000011', '1001001', '0001110', '0011', '10101', '0110010', '100']",8,5.5,4.7272727272727275,3.2727272727272725,1.8181818181818183,1.6363636363636365,1.6363636363636365,0.7272727272727273,64.0,3.142857142857143,2302.5966817343246,False
"['0110000', '0', '00', '010111', '000100', '00101', '110101', '0010', '11011', '10010']",10,4.7,5.744680851063829,4.25531914893617,2.3404255319148937,2.1276595744680855,1.7021276595744683,1.0638297872340425,100.0,3.088888888888889,21972.41751707782,False
"['11', '100111', '0', '01011', '111111', '00111']",6,4.17,1.6786570743405278,4.316546762589928,0.9592326139088729,0.47961630695443647,0.47961630695443647,1.6786570743405276,36.0,3.2666666666666666,0.02100641965395949,False
"['0110', '01111', '00', '0011', '000', '00110']",6,3.83,3.394255874673629,2.610966057441253,1.0443864229765012,0.5221932114882506,1.0443864229765012,1.3054830287206265,36.0,2.1333333333333333,0.002351621965591717,False
"['1', '111001', '110001', '000001', '00101', '011', '10']",7,4.14,3.623188405797102,3.381642512077295,1.4492753623188406,0.9661835748792271,1.2077294685990339,0.7246376811594204,49.0,3.238095238095238,0.303470832896053,False
"['0', '00', '01', '01100', '0010110', '0100', '1000001', '011']",8,3.88,5.154639175257732,2.8350515463917527,1.8041237113402062,1.288659793814433,1.5463917525773199,0.7731958762886599,64.0,3.1785714285714284,0.048165578619451074,False
"['0111111', '1', '0', '110011', '1000', '0011', '10', '000']",8,3.5,3.714285714285714,4.285714285714286,0.8571428571428571,0.8571428571428571,1.1428571428571428,1.714285714285714,64.0,3.3214285714285716,0.06945716916586231,False
"['1011110', '1110', '01101', '00', '0000110', '0011', '0101100', '011011']",8,5.25,3.8095238095238093,4.19047619047619,1.7142857142857142,1.5238095238095237,0.9523809523809523,1.7142857142857142,64.0,3.142857142857143,1695.342076102377,False
"['1', '001011', '1000', '00100', '1000111']",5,4.6,2.8260869565217392,2.173913043478261,0.8695652173913044,0.8695652173913044,1.0869565217391306,0.4347826086956522,25.0,3.6,0.004116588127727467,False
"['10', '10100', '1011011', '000111', '10010', '111101']",6,5.17,2.5145067698259185,3.4816247582205033,1.160541586073501,1.5473887814313347,0.5802707930367506,0.9671179883945842,36.0,3.3333333333333335,0.9852405004929845,False
"['1111000', '0', '11011', '01100', '1111', '011011']",6,4.67,2.1413276231263385,3.8543897216274097,0.8565310492505354,0.8565310492505354,0.4282655246252677,1.9271948608137048,36.0,3.2666666666666666,0.17507988103486558,False
"['10100', '1', '111001', '0001', '01', '1110010', '011', '100']",8,3.88,3.865979381443299,4.123711340206186,1.5463917525773196,1.5463917525773199,1.288659793814433,0.7731958762886599,64.0,3.0,0.7308378541021667,False
"['1', '010101', '0110', '01', '00100']",5,3.6,2.7777777777777777,2.2222222222222223,1.6666666666666665,1.1111111111111112,0.5555555555555556,0.2777777777777778,25.0,2.8,0.00014548206093652267,False
"['1101101', '0', '010', '000100', '101000', '11001', '010010', '000']",8,4.62,4.978354978354979,3.0303030303030303,1.7316017316017316,1.948051948051948,1.2987012987012987,0.6493506493506493,64.0,3.2142857142857144,60.923035419429716,False
"['0010100', '1', '110', '1110110', '01111', '0001', '0000110', '00110', '10010', '0011101']",10,5.1,5.098039215686274,4.901960784313726,1.9607843137254903,1.9607843137254906,1.5686274509803924,1.5686274509803924,100.0,3.2888888888888888,153171.32911037817,False
"['111', '1', '100100', '01', '11100']",5,3.4,2.058823529411765,2.941176470588235,0.5882352941176471,0.8823529411764706,0.8823529411764706,0.5882352941176471,25.0,3.0,0.00010610430861789297,False
"['0111', '1', '010', '0110010', '0011', '011000', '1111', '011011']",8,4.38,3.4246575342465757,4.566210045662101,1.8264840182648403,1.1415525114155252,0.6849315068493151,1.8264840182648403,64.0,2.892857142857143,8.54089323915288,False
"['101', '1', '10100', '11', '0', '01111', '1111100']",7,3.43,2.332361516034985,4.66472303206997,0.8746355685131194,1.1661807580174925,0.5830903790087463,1.4577259475218658,49.0,3.238095238095238,0.00725891296407013,False
"['111', '0', '0110011', '0010110', '1011111', '1111110', '011011', '000']",8,5.12,2.9296875,5.078125,1.3671875,1.171875,0.5859375,2.1484375,64.0,3.7857142857142856,1028.978899956002,False
