language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,entropy,special,classe
"['100', '0110110', '01100', '0100100', '1', '111111', '1100011', '0010101', '10', '01']",10,4.7,4.680851063829786,5.319148936170212,2.127659574468085,2.127659574468085,1.2765957446808511,1.702127659574468,0.7708051405178544,1,32378.014413126246,False
"['010', '101110', '1', '1000111', '0010110', '00000', '01']",7,4.43,3.8374717832957117,3.1602708803611743,1.3544018058690745,1.3544018058690748,0.9029345372460498,0.6772009029345374,0.686721134311069,0,0.43559013869619867,False
"['111', '011', '1', '0001', '0', '101100', '10', '01']",8,2.75,3.6363636363636367,4.363636363636363,1.4545454545454546,1.0909090909090908,0.7272727272727273,1.0909090909090908,0.5911967448142028,0,0.002028820748787892,False
"['0101001', '10001', '11', '00001', '1', '10100', '1000001', '00011', '01011', '1011111', '0010']",11,4.82,5.809128630705395,5.186721991701244,2.4896265560165975,1.8672199170124477,1.8672199170124477,1.0373443983402488,0.7142754618498527,1,1105709.782827988,False
"['111', '00', '1110111', '1111101', '011', '001000', '1', '0', '10001', '0110']",10,3.9,4.102564102564103,5.897435897435898,1.5384615384615385,1.2820512820512822,1.0256410256410258,1.7948717948717952,0.4722614407322167,1,206.77967237753327,False
"['0001001', '110111', '0000', '0', '10010', '00111', '100010', '10001']",8,4.88,4.713114754098362,3.278688524590164,1.434426229508197,1.4344262295081966,1.6393442622950825,0.6147540983606558,0.668036325954185,0,22.017139147251548,False
"['100', '000', '100111', '1', '1000', '1000100', '0', '101', '010101']",9,3.78,5.29100529100529,3.703703703703704,1.5873015873015874,2.1164021164021167,1.5873015873015874,0.2645502645502646,0.6032540216876926,0,4.046958295458645,False
"['01111', '111', '011100', '011110', '1100010', '111111', '0', '101', '11001', '10', '01']",11,4.18,3.82775119617225,7.177033492822966,1.6746411483253594,1.6746411483253594,0.7177033492822967,2.6315789473684212,0.6831544084986603,0,13246.445809669034,False
"['111', '000', '1111000', '100001', '0111000', '0']",6,4.5,3.3333333333333335,2.6666666666666665,0.4444444444444444,0.6666666666666666,1.1111111111111112,0.8888888888888888,0.48145868435383216,0,0.08278231294271306,False
"['0111', '00100', '1', '0111101', '10010']",5,4.4,2.2727272727272725,2.727272727272727,1.1363636363636362,0.9090909090909091,0.6818181818181818,0.6818181818181818,0.673455476473559,0,0.001558806957923055,False
"['110101', '1', '1110', '1100001', '01']",5,4.0,2.0,3.0,1.0,1.0,0.5,0.75,0.7429604189095749,0,0.0007354637105512261,False
"['00', '001110', '11', '000101', '0000101', '1', '0', '10', '01010']",9,3.56,5.337078651685394,3.6516853932584272,1.9662921348314608,1.6853932584269664,1.404494382022472,0.5617977528089888,0.5280407774528655,1,0.11451926045463638,False
"['1110010', '1001000', '110', '000', '1', '0', '001']",7,3.57,4.201680672268908,2.8011204481792715,0.8403361344537815,1.4005602240896358,1.4005602240896358,0.5602240896358543,0.526420053244266,0,0.017845807041003848,False
"['100', '0111', '0', '101011', '011', '011000', '01110', '001001', '1001', '001', '10']",11,3.91,5.626598465473146,5.3708439897698215,2.557544757033248,2.0460358056265986,1.5345268542199488,1.278772378516624,0.8447276112037035,1,1853.7237280678432,False
"['100', '1101000', '000', '0101011', '0011', '001111', '100011', '01']",8,4.75,4.2105263157894735,3.7894736842105257,1.6842105263157894,1.263157894736842,1.263157894736842,1.263157894736842,0.8508809925221853,0,85.97847125054311,False
"['01000', '011100', '000', '110011', '0001', '0', '10']",7,3.86,4.404145077720208,2.590673575129534,1.0362694300518136,1.0362694300518136,1.295336787564767,0.7772020725388602,0.6359288647715692,0,0.021032226374967797,False
"['100', '11101', '111', '0100', '101010', '1', '1000', '10101', '0', '00000']",10,3.7,5.405405405405405,4.594594594594594,1.6216216216216215,2.432432432432432,1.3513513513513513,0.5405405405405405,0.5233730772314786,1,35.26248581794478,False
"['00', '00110', '001', '1000', '010010', '1011101', '101', '00111']",8,4.38,4.337899543378995,3.6529680365296806,1.8264840182648405,1.5981735159817354,1.3698630136986303,0.6849315068493151,0.7963984230123213,0,0.8638830197044323,False
"['010', '1101', '11', '100001', '00100', '1', '1111110', '001111', '0110']",9,4.22,3.7914691943127963,5.213270142180095,1.4218009478672986,1.4218009478672986,1.1848341232227488,1.8957345971563981,0.6533073888991434,0,45.533973732026695,False
"['0', '11', '100', '01']",4,2.0,2.0,2.0,0.5,0.5,0.5,0.5,0.4795739585136224,0,1.175026938272445e-07,False
"['000', '0011000', '11011', '101011', '1111', '1', '010001']",7,4.57,3.282275711159737,3.719912472647702,1.312910284463895,1.0940919037199124,0.87527352297593,1.312910284463895,0.4888057616518532,1,0.061970299787370925,False
"['010111', '011110', '111', '1']",4,4.0,1.0,3.0,0.75,0.5,0.0,1.0,0.4591479170272448,0,2.5005197154546448e-05,False
"['0', '010', '0001', '000111']",4,3.5,2.571428571428571,1.4285714285714284,0.8571428571428571,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.6823934896284056,1,2.2034354709728416e-06,False
"['10', '111110', '0011101', '0', '0000', '0001011', '01']",7,4.14,3.6231884057971016,3.381642512077295,1.2077294685990339,0.9661835748792271,0.9661835748792271,0.9661835748792271,0.6600683848166939,0,0.23704590051551092,False
"['111', '1101', '00', '1011000', '00100', '1', '100000', '101', '100011', '11001']",10,4.2,5.238095238095238,4.761904761904762,1.4285714285714286,1.9047619047619049,1.9047619047619047,1.1904761904761905,0.6057703205538261,0,1788.9037896631903,False
"['00010', '011', '1', '10100', '0001', '0110010', '0', '101', '01']",9,3.44,5.232558139534883,3.7790697674418605,2.3255813953488373,1.744186046511628,1.1627906976744187,0.5813953488372093,0.7028862908827106,1,0.07681496971656335,False
"['1100100', '1', '101100', '10', '0110']",5,4.0,2.5,2.5,0.75,1.5,0.75,0.75,0.7970456272068503,0,0.0006872555787991367,False
"['10110', '1010', '000', '0010001', '011010', '101101', '001']",7,4.86,3.9094650205761314,3.0864197530864197,1.8518518518518516,1.8518518518518516,0.8230452674897119,0.6172839506172839,0.8100946901614685,1,7.217888993366098,False
"['1011110', '1', '1000', '0011', '10101', '1100111', '10', '01']",8,4.0,3.25,4.75,1.5,1.75,0.75,1.25,0.813558732005883,1,1.6531088514384118,False
"['0111', '1010', '0001111', '0000001', '0', '01']",6,4.17,3.3573141486810547,2.6378896882494,1.1990407673860912,0.47961630695443647,0.9592326139088729,0.7194244604316546,0.7313631731792855,1,0.01109596516407688,False
"['010', '111', '000', '1', '1000100', '101101', '11001']",7,4.0,3.5,3.5,1.25,1.5,1.0,0.75,0.5243804044471826,0,0.05756108770452168,False
"['100', '0111', '11', '000', '001010', '1011', '000111', '0010101', '0', '10']",10,3.8,5.2631578947368425,4.736842105263158,2.1052631578947367,1.8421052631578947,1.3157894736842104,1.0526315789473684,0.6444376053061497,0,64.09331707817012,False
"['00', '100101', '1111010', '1', '01110', '0111100', '001101', '0101010', '01']",9,4.78,4.184100418410042,4.811715481171548,2.301255230125523,2.092050209205021,0.8368200836820083,1.2552301255230125,0.7560586038988669,1,602.7665694474565,False
"['1101000', '00', '01101', '1', '1011', '10', '0110']",7,3.57,3.3613445378151257,3.6414565826330536,1.4005602240896358,1.6806722689075628,0.5602240896358543,1.1204481792717087,0.681065264992579,1,0.01621648052199884,False
"['0110110', '000', '011110', '0', '10001']",5,4.4,2.727272727272727,2.2727272727272725,0.9090909090909091,0.9090909090909091,0.45454545454545453,0.9090909090909091,0.5748949129086819,0,0.0014735952521757547,False
"['011011', '11', '0011001', '0', '101', '0110']",6,3.83,2.610966057441253,3.394255874673629,1.5665796344647518,1.0443864229765012,0.5221932114882506,1.3054830287206265,0.6369699673572051,1,0.0025259502099700347,False
"['1001110', '11', '11011', '1111', '00100', '1', '0011111', '110', '00110', '10']",10,4.1,3.6585365853658547,6.341463414634148,1.2195121951219514,1.707317073170732,1.2195121951219514,2.439024390243903,0.6181451322884766,0,564.2897867665097,False
"['1010', '1', '010001', '1011', '101101', '0']",6,3.67,2.7247956403269757,3.269754768392371,1.6348773841961854,1.6348773841961854,0.2724795640326976,0.5449591280653951,0.607978298761352,0,0.0019333012838670146,False
"['1100', '10110', '1101', '00', '10', '010100', '00001', '00111', '10111']",9,4.22,4.502369668246446,4.502369668246446,1.6587677725118484,1.8957345971563981,1.4218009478672986,1.1848341232227488,0.7905923707997426,1,100.93938877977891,False
"['100', '1010', '00010', '010100', '11', '11111', '110110', '110', '11010']",9,4.33,3.9260969976905313,5.080831408775982,1.3856812933025404,2.540415704387991,0.6928406466512702,1.6166281755196306,0.707340225062221,0,147.02974736093572,False
"['1100', '0000111', '1111001', '000', '000000', '1011', '100000', '0000000', '00111']",9,5.44,5.882352941176469,3.124999999999999,0.7352941176470588,0.7352941176470588,2.5735294117647056,1.102941176470588,0.5867333161292265,1,196136.5867352861,False
"['010', '01111', '0110111', '01101', '10010', '101', '0001011', '01']",8,4.62,3.463203463203463,4.545454545454545,2.380952380952381,1.5151515151515151,0.4329004329004329,1.2987012987012987,0.9185962070633202,1,22.172274295730446,False
"['1111', '0101', '1000110', '010011', '0', '0000010', '01']",7,4.43,3.8374717832957117,3.1602708803611748,1.580135440180587,1.1286681715575622,0.9029345372460498,0.9029345372460498,0.6538429878023685,0,1.2239389245300192,False
"['0110', '1110110', '00100', '000001', '100000', '101111', '01']",7,5.14,3.891050583657588,3.1128404669260705,1.1673151750972763,1.1673151750972763,1.1673151750972763,0.972762645914397,0.790730846914151,0,17.66755995314248,False
"['100', '000', '00100', '0000101', '1110', '00000', '10']",7,4.14,5.072463768115942,1.9323671497584543,0.7246376811594204,1.2077294685990339,1.9323671497584543,0.24154589371980678,0.6163746602810879,0,0.16013407702070734,False
"['010', '00101', '111', '10001', '0', '1000110', '1111011', '0000', '0010', '000110', '01']",11,4.27,6.088992974238876,4.918032786885246,2.107728337236534,1.873536299765808,1.639344262295082,1.4051522248243562,0.651515626917639,1,14539.437341768868,False
"['100', '100110', '0011011', '010000', '1', '10100', '010011', '10', '01010']",9,4.56,5.043859649122807,3.947368421052632,1.973684210526316,2.412280701754386,1.5350877192982457,0.8771929824561404,0.8328275089607148,0,583.9942446399523,False
"['000', '110010', '0001', '00011', '1100011', '00110', '0000', '10']",8,4.5,5.111111111111111,2.8888888888888893,1.1111111111111112,1.1111111111111112,1.777777777777778,1.1111111111111112,0.7173009311753402,1,3.4940229696761524,False
"['00', '000', '0011111', '1', '0001', '0', '10010', '101100', '1011011']",9,4.0,4.75,4.25,1.5,1.5,1.5,1.25,0.5009410951163404,1,0.24455338665686457,False
"['01000', '111110', '1001100', '1110001', '0', '0000000', '00111', '10001', '10010']",9,5.33,5.25328330206379,3.7523452157598496,1.125703564727955,1.5009380863039399,1.8761726078799248,0.9380863039399624,0.6950287302186918,0,36497.4743377056,False
"['1010', '00', '000', '110010', '01110', '000111', '00011', '0', '1110011']",9,4.33,4.849884526558891,4.157043879907621,1.3856812933025404,1.3856812933025404,1.3856812933025404,1.3856812933025404,0.6450024174973298,0,159.18606054474535,False
"['0000111', '0110', '000', '11', '00001', '00011', '101', '1101101', '01']",9,4.22,4.739336492890995,4.265402843601896,1.8957345971563981,0.9478672985781991,1.4218009478672986,1.4218009478672986,0.7177248031108225,0,7.325337998520719,False
"['1111111', '00100', '1000', '1011', '0', '10']",6,3.83,2.610966057441253,3.394255874673629,0.5221932114882506,1.0443864229765012,0.7832898172323759,1.0443864229765012,0.557414057300938,1,0.0057762646665891915,False
"['0101', '1001001', '1000011', '00011', '001101', '0010', '10', '01']",8,4.62,4.545454545454545,3.463203463203463,2.1645021645021645,1.5151515151515151,1.5151515151515151,0.6493506493506493,0.9690856238727881,0,24.895909172310194,False
"['0', '0100001', '10', '1011010']",4,4.25,2.3529411764705883,1.6470588235294117,0.9411764705882353,1.1764705882352942,0.47058823529411764,0.23529411764705882,0.7120871761502207,1,1.792903935371106e-05,False
"['1100', '01001', '111001', '1111010', '1', '01110', '0010101', '0110']",8,4.88,3.4836065573770494,4.508196721311475,1.8442622950819674,1.8442622950819674,0.819672131147541,1.2295081967213117,0.8385682159455886,0,219.90313217156375,False
"['110', '000', '100111', '1111', '00100', '110110', '0', '0110']",8,4.0,3.75,4.25,1.0,1.5,1.0,1.75,0.5596019496313538,1,1.6965688329532624,False
"['010', '0100', '011', '1', '0010001', '01']",6,3.33,3.603603603603603,2.4024024024024024,1.8018018018018016,0.9009009009009009,0.9009009009009009,0.3003003003003003,0.7518317268557905,0,0.000206974582787795,False
"['0110110', '0100', '00', '11', '011001', '110', '01']",7,3.71,3.5040431266846355,3.504043126684636,1.6172506738544474,1.3477088948787062,0.8086253369272236,1.3477088948787062,0.673543156363982,1,0.016904696919285554,False
"['0010111', '00', '000', '1011', '001001', '11010']",6,4.5,3.333333333333333,2.6666666666666665,1.3333333333333335,1.1111111111111112,1.1111111111111112,0.6666666666666666,0.6142921148337571,0,0.01673466433175296,False
"['111100', '0100', '11', '100111', '0010100', '001010', '10101', '0', '001101']",9,4.78,4.602510460251046,4.393305439330543,2.092050209205021,2.092050209205021,1.4644351464435146,1.0460251046025104,0.7111374210715447,1,3830.5431317061975,False
"['010', '111', '0111', '1010', '110001', '111000', '110111', '00001', '101']",9,4.44,3.8288288288288284,5.180180180180179,1.5765765765765762,1.5765765765765762,0.9009009009009008,1.3513513513513513,0.7799800343448697,1,186.42216440904824,False
"['010', '1100', '11', '0111110', '1110', '10111']",6,4.17,1.9184652278177459,4.07673860911271,0.7194244604316546,1.1990407673860912,0.23980815347721823,1.4388489208633095,0.719103770327936,1,0.008154589206007054,False
"['01100', '1111010', '0000101', '1', '0001100', '0001', '0', '101', '10', '01']",10,3.9,5.641025641025641,4.3589743589743595,2.0512820512820515,1.794871794871795,1.5384615384615388,1.0256410256410258,0.7289886258668185,1,92.56251192766726,False
"['111', '00', '1000111', '0', '01']",5,3.0,2.333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3970456272068503,0,2.4324929346566066e-05,False
"['00', '10001', '101011', '0', '11001']",5,3.8,2.631578947368421,2.3684210526315788,1.0526315789473684,1.0526315789473684,0.7894736842105263,0.5263157894736842,0.5720394045927654,1,6.023541633512883e-05,False
"['101001', '1000101', '000', '000100', '0', '100010', '01010']",7,4.86,4.732510288065844,2.2633744855967075,1.6460905349794237,1.8518518518518516,1.2345679012345678,0.0,0.6463567123131091,1,6.625651382942236,False
"['00', '1110110', '1111000', '11', '000000', '1', '1110', '01011', '00110', '001']",10,4.2,5.0,5.0,1.1904761904761905,1.4285714285714286,1.6666666666666667,1.9047619047619049,0.5519823852023842,1,424.9712340132906,False
"['100', '00', '110001', '0101', '001000', '0010010', '01']",7,4.29,4.662004662004661,2.3310023310023307,1.6317016317016315,1.3986013986013985,1.6317016317016317,0.2331002331002331,0.7759198320384962,0,0.33437257786245445,False
"['010', '11101', '111', '0111', '000', '0101', '1', '001', '1001101', '10', '01']",11,3.36,4.761904761904762,6.25,2.6785714285714284,1.7857142857142858,0.8928571428571428,1.1904761904761905,0.6686387294081569,1,19.068257938752357,False
"['100', '1', '0001010', '0', '101', '0110011']",6,3.67,3.269754768392371,2.7247956403269757,1.3623978201634879,1.3623978201634879,0.8174386920980927,0.5449591280653951,0.614156728784977,0,0.00165021407119091,False
"['0001001', '00', '111001', '11', '00001', '1001', '01010']",7,4.43,4.063205417607223,2.9345372460496617,1.580135440180587,1.1286681715575622,1.5801354401805872,0.4514672686230249,0.639185013137593,1,0.09197026936442315,False
"['001011', '101', '11', '1']",4,3.0,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4795739585136224,0,7.809249828695631e-07,False
"['00', '000', '1', '001', '11110', '10']",6,2.67,3.370786516853933,2.6217228464419478,0.37453183520599254,0.7490636704119851,1.1235955056179776,0.7490636704119851,0.44003732149030866,1,8.831765895923864e-07,False
"['100', '10110', '111', '11', '0101', '011', '1', '10111']",8,3.25,2.4615384615384617,5.538461538461538,1.5384615384615385,1.5384615384615385,0.3076923076923077,1.5384615384615385,0.5661837946813763,0,0.02057771592814941,False
"['1001001', '1', '001', '1110', '0', '0000100', '101111', '10']",8,3.88,4.123711340206186,3.8659793814432994,1.288659793814433,1.5463917525773196,1.5463917525773199,0.7731958762886599,0.6195621618473195,1,0.6421536099614333,False
"['100', '11111', '1', '11100', '110110', '0010000']",6,4.5,2.6666666666666665,3.3333333333333335,0.4444444444444444,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.5665358401909959,1,0.0581345374926209,False
"['010', '00', '101010', '010000', '1', '000100', '101', '1101101', '01']",9,4.0,5.25,3.75,2.25,2.25,1.25,0.5,0.6666396755524797,1,8.595062304803994,False
"['01101', '1010111', '0001', '0111000', '0']",5,4.8,2.5000000000000004,2.5,1.25,0.8333333333333334,0.4166666666666667,0.625,0.7261154847029367,0,0.0059666112663995284,False
"['10101', '1101', '11', '00100', '1', '010011', '0111100', '0', '00111']",9,4.0,4.0,5.0,2.0,1.5,1.25,1.5,0.6067039493655648,0,21.696995327408906,False
"['0101111', '0', '101111', '11001', '10']",5,4.2,1.6666666666666665,3.3333333333333335,0.9523809523809523,0.9523809523809523,0.23809523809523808,1.1904761904761905,0.6968187169339307,0,0.0006456750149176429,False
"['0101111', '1101', '0111', '11', '101010', '1111', '1', '0', '11010']",9,3.78,2.645502645502646,6.349206349206349,1.851851851851852,1.851851851851852,0.0,2.1164021164021167,0.4951808235488406,0,2.9676935011023162,False
"['010', '0100', '1010', '111000', '1101001', '000001', '10100', '01']",8,4.62,4.761904761904761,3.2467532467532467,1.7316017316017316,1.948051948051948,1.2987012987012987,0.4329004329004329,0.9169718888313622,1,20.477378989174863,False
"['101', '0100', '00', '0', '00110', '00000', '0010', '01']",8,3.25,5.846153846153847,2.153846153846154,1.5384615384615385,1.2307692307692308,1.8461538461538463,0.3076923076923077,0.563975334678428,1,0.02290392091723476,False
"['00', '100111', '0101', '1', '0001', '00011', '00110', '01']",8,3.62,4.419889502762431,3.591160220994475,1.9337016574585635,0.8287292817679559,1.3812154696132597,0.8287292817679559,0.70893439342787,1,0.042901132463927086,False
"['000', '01', '00001', '1']",4,2.75,2.909090909090909,1.0909090909090908,0.7272727272727273,0.0,1.0909090909090908,0.0,0.4304820237218406,1,6.966973881792374e-08,False
"['1101', '0001111', '11', '1', '000010']",5,4.0,2.25,2.75,0.75,0.5,0.75,1.0,0.4893057364283477,1,0.0007154961554366396,False
"['000', '00001', '1001', '01011', '0', '0010110']",6,4.17,3.8369304556354917,2.158273381294964,1.4388489208633093,0.9592326139088729,1.1990407673860912,0.47961630695443647,0.6130178042293805,1,0.00014394114655399054,False
"['101001', '1101100', '10110', '0100000', '11011', '1', '1000', '0', '00110', '10']",10,4.3,5.348837209302327,4.651162790697675,1.627906976744186,2.558139534883721,1.3953488372093024,1.3953488372093024,0.7052008322872412,0,2392.3581833201742,False
"['1', '0011', '0', '101', '111110', '010101', '01010']",7,3.71,2.9649595687331534,4.0431266846361185,1.8867924528301887,1.6172506738544472,0.2695417789757412,0.8086253369272236,0.6484669785939303,1,0.024141622767402768,False
"['111', '1110111', '00', '001', '1110', '10010', '0000', '11010', '11110', '10']",10,4.0,4.25,5.75,1.0,2.0,1.25,1.75,0.598507602089265,1,453.3366435199531,False
"['00', '11', '000', '1000', '010001', '0011', '1111011', '10']",8,3.75,4.266666666666667,3.7333333333333334,1.0666666666666667,1.0666666666666667,1.3333333333333333,1.3333333333333335,0.5401558421369937,0,0.10692859001509109,False
"['01111', '010', '00', '11', '1101011', '011', '1', '0', '0011100', '11001']",10,3.6,4.166666666666667,5.833333333333332,1.9444444444444442,1.3888888888888888,1.1111111111111112,2.222222222222222,0.5377819062051893,1,13.648422560234376,False
"['1000101', '00010', '010100', '011', '0', '001', '10001']",7,4.29,4.428904428904429,2.564102564102564,1.8648018648018652,1.3986013986013988,1.1655011655011656,0.2331002331002331,0.7761420467913931,1,0.34429135726716936,False
"['1010000', '0010000', '0', '100010', '1011011', '10']",6,5.0,3.8000000000000003,2.2,1.0,1.5999999999999999,1.2,0.4,0.7060349582950133,1,0.4659588318255138,False
"['0111001', '100101', '000', '11', '1', '10101', '00111']",7,4.14,3.140096618357488,3.864734299516909,1.6908212560386475,1.2077294685990339,0.9661835748792271,0.7246376811594204,0.5610184749919414,0,0.14350362277294068,False
"['100', '010', '00', '1001011', '11111', '0001', '00110', '01']",8,3.88,4.123711340206186,3.8659793814432994,1.5463917525773196,1.288659793814433,1.288659793814433,1.0309278350515465,0.700506065382129,1,0.595743612054437,False
"['0111', '0', '1011', '0001', '001001', '1001', '001', '1101101', '11110']",9,4.22,4.028436018957346,4.976303317535545,2.132701421800948,1.4218009478672986,1.1848341232227488,1.4218009478672986,0.7617194116600411,1,58.325351639924904,False
"['00', '1110111', '11', '1011', '0010101', '0', '001100', '001', '10']",9,3.78,4.2328042328042335,4.761904761904762,1.851851851851852,1.5873015873015877,1.322751322751323,1.322751322751323,0.5805300785760767,0,1.8597068423096472,False
"['00', '000101', '011', '001', '1000100', '0', '00111']",7,3.86,4.404145077720208,2.590673575129534,1.5544041450777204,0.7772020725388602,1.5544041450777204,0.5181347150259068,0.655565523597824,0,0.0016819368275332717,False
"['100', '0111001', '0', '1000011']",4,4.5,2.2222222222222223,1.7777777777777777,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.4444444444444444,0.7221880265307482,0,0.00015153792101007228,False
"['0101111', '111', '011100', '0100', '1101', '0110', '11101', '000001', '0001', '001', '01']",11,4.36,5.275229357798166,5.733944954128441,2.522935779816514,1.3761467889908257,1.3761467889908257,1.6055045871559632,0.7806546629576577,1,39854.41680232975,False
"['00101', '0100', '00001', '1', '0000', '101101', '0', '001111', '1101111']",9,4.33,4.618937644341801,4.387990762124711,1.8475750577367207,1.1547344110854503,1.6166281755196306,1.3856812933025404,0.5480468067213855,1,41.70727923711733,False
"['1101', '101000', '1111010', '1', '1000', '1001', '110', '10', '01']",9,3.67,4.087193460490464,4.904632152588556,1.3623978201634879,2.452316076294278,0.8174386920980927,1.0899182561307903,0.8135853872882084,0,3.384314194522292,False
"['00', '000', '10100', '1001', '100011', '10']",6,3.67,3.814713896457766,2.1798365122615806,0.8174386920980927,1.3623978201634879,1.3623978201634879,0.2724795640326976,0.6618250990757781,0,5.84851461205269e-05,False
"['1010', '1111101', '0101', '011', '101101', '0', '01010']",7,4.29,2.797202797202797,4.195804195804196,2.097902097902098,1.8648018648018647,0.0,0.9324009324009324,0.7713164344494251,0,0.4378074065070431,False
"['000', '11', '1001011', '1', '101']",5,3.2,2.1875,2.8125,0.9375,0.9375,0.625,0.625,0.38070479401774826,1,6.1201226087577895e-06,False
"['111', '01100', '1001111', '11111', '010010', '1', '110', '0001000', '010101']",9,4.78,3.9748953974895396,5.02092050209205,1.6736401673640167,1.6736401673640167,1.0460251046025104,1.4644351464435146,0.584703956634734,0,3757.4829700293308,False
"['111', '00', '10001', '1111', '0001', '0010100', '0010']",7,4.14,3.8647342995169085,3.140096618357488,1.2077294685990339,0.9661835748792271,1.4492753623188406,0.7246376811594204,0.49380391599136647,1,0.28472125811913906,False
"['01101', '1011', '011010', '10', '01']",5,3.8,2.1052631578947367,2.894736842105263,1.5789473684210527,1.3157894736842104,0.0,0.7894736842105263,0.9564457437827603,1,0.0001869070637295513,False
"['1110100', '00', '01100', '11', '010100', '011', '0111000', '0', '0111111']",9,4.44,4.279279279279279,4.72972972972973,1.5765765765765762,1.3513513513513513,1.126126126126126,1.8018018018018016,0.5966301459127198,1,460.9032911425411,False
"['111000', '011110', '11', '011', '1', '011000', '1011', '10']",8,3.75,3.2,4.8,1.0666666666666667,1.3333333333333333,0.5333333333333333,1.8666666666666665,0.6957707033278252,0,0.49268737998607604,False
"['1110100', '11', '0001', '101', '1011111', '10', '01']",7,3.86,2.590673575129534,4.404145077720208,1.295336787564767,1.295336787564767,0.5181347150259068,1.0362694300518136,0.7580678390186002,1,0.07275921352734506,False
"['11101', '11', '1101011', '01011', '0']",5,4.0,1.5,3.5,1.25,1.0,0.0,1.25,0.5111998515817324,0,0.0008166690943624412,False
"['0111', '0110', '0011000', '1', '0001', '010001', '001001', '0', '00110', '0110011', '01']",11,4.27,6.323185011709603,4.683840749414521,2.810304449648712,1.405152224824356,1.873536299765808,1.405152224824356,0.7525861105529814,0,24569.34361071965,False
"['111', '01', '00', '1000', '100000', '1100011', '101', '001', '10', '01010']",10,3.7,5.6756756756756745,4.324324324324324,1.6216216216216215,1.8918918918918917,1.6216216216216213,0.8108108108108107,0.7254070944705386,0,52.04445672119984,False
"['0001001', '010', '0100', '1010', '0111', '010000', '001011', '1000100', '11010']",9,5.11,5.479452054794519,3.5225048923679054,2.152641878669276,2.152641878669276,1.5655577299412915,0.5870841487279843,0.8764518040232266,0,2359.4019537982826,False
"['000', '11', '1100000', '0000', '00000']",5,4.2,4.0476190476190474,0.9523809523809523,0.0,0.23809523809523808,1.6666666666666665,0.47619047619047616,0.1726241137133262,0,0.00020444220909722908,False
"['01111', '111', '0111', '00', '11', '10000']",6,3.5,2.2857142857142856,3.7142857142857144,0.5714285714285714,0.2857142857142857,0.8571428571428571,1.4285714285714284,0.37585571903897624,1,0.0007237888647265454,False
"['01000', '00', '010100', '0010101', '00110', '11000']",6,5.0,4.0,2.0,1.4000000000000001,1.4,1.2,0.4,0.7612255423142402,0,0.1879201629437238,False
"['1101000', '000', '1', '0', '10']",5,2.8,3.2142857142857144,1.7857142857142858,0.35714285714285715,1.0714285714285714,0.7142857142857143,0.35714285714285715,0.3970456272068503,1,1.1082271767550806e-05,False
"['1111', '1', '1011', '0110000', '0']",5,3.4,2.058823529411765,2.9411764705882355,0.5882352941176471,0.5882352941176471,0.5882352941176471,1.1764705882352942,0.3348797386051528,0,0.00010805090191740273,False
"['0100', '11', '11111', '1000', '011101', '101']",6,4.0,2.25,3.75,1.0,1.0,0.5,1.0,0.5765246528378741,1,0.0036318529824041555,False
"['111000', '000', '0', '1']",4,2.75,2.5454545454545454,1.4545454545454546,0.0,0.36363636363636365,0.7272727272727273,0.36363636363636365,0.25,0,1.8644453985154814e-06,False
"['01111', '0100', '1', '01011', '0', '101111']",6,3.67,2.1798365122615806,3.814713896457766,1.3623978201634879,0.8174386920980927,0.2724795640326976,1.3623978201634879,0.5256965392415863,0,0.0013895119882279354,False
"['0101111', '11101', '1', '1001', '01']",5,3.8,1.5789473684210527,3.421052631578947,1.3157894736842104,0.7894736842105263,0.2631578947368421,0.7894736842105263,0.7170097326907987,1,0.00016331834595138958,False
"['0', '0000', '00011', '1101011']",4,4.25,2.3529411764705883,1.6470588235294117,0.7058823529411764,0.47058823529411764,0.7058823529411764,0.7058823529411764,0.4585177907553249,1,5.105648023820978e-07,False
"['0010', '1010100', '0100100', '0011101', '1011', '0', '101111', '10']",8,4.75,3.999999999999999,3.999999999999999,1.894736842105263,2.1052631578947367,1.0526315789473684,0.8421052631578947,0.7632694389002193,1,23.745952835999265,False
"['1010', '00', '000', '1001001', '001', '1110000', '10111']",7,4.43,4.063205417607224,2.9345372460496613,1.1286681715575622,1.3544018058690745,1.580135440180587,0.4514672686230249,0.6586686001443365,1,0.7989452595741166,False
"['0', '11', '0101100', '01']",4,3.0,1.9999999999999998,1.9999999999999998,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4963070340085629,0,1.7812576506731844e-06,False
"['11011', '00001', '0011101', '11100', '0', '11110']",6,4.67,2.569593147751606,3.4261241970021414,0.8565310492505354,0.8565310492505354,0.8565310492505354,1.284796573875803,0.6869938358585012,0,0.1572357784513952,False
